study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,measured.factor,factor.levels,treatment,control,unit,Nsites,nsamples,ntotalsamples,mean.treatment,mean.control,var.t,var.c,p-value,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
88,88.6,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,light fraction of soil organic carbon,20-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,1.86,5.26,0.8,0.1,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.6,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,light fraction of soil organic carbon,20-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,4.1,5.26,0.18,0.1,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.6,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,light fraction of soil organic carbon,20-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,3.68,5.26,0.14,0.1,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.6,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,light fraction of soil organic carbon,0-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,6.33,17.1,0.2,0.36,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.6,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,light fraction of soil organic carbon,0-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,13.49,17.1,0.83,0.36,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.6,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,light fraction of soil organic carbon,0-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,12.13,17.1,0.21,0.36,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,0-10 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.17,0.38,0.01,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,0-10 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.3,0.38,0.01,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,0-10 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.28,0.38,0.01,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,10-20 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.16,0.33,0.001,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,10-20 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.31,0.33,0.01,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,10-20 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.27,0.33,0.01,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,20-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.19,0.33,0.001,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,20-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.28,0.33,0.01,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,20-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.25,0.33,0.001,0.01,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,0-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.53,1.04,0.01,0.02,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,0-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.89,1.04,0.02,0.02,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.7,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass carbon,0-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.8,1.04,0.01,0.02,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,0-10 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.01,0.03,0.001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,0-10 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.02,0.03,0.001,0.0001,0.1,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,0-10 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.02,0.03,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,10-20 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.01,0.02,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,10-20 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.02,0.02,0.0001,0.0001,0.1,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,10-20 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.02,0.02,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,20-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.01,0.02,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,20-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.02,0.02,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,20-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.02,0.02,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,0-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.04,0.07,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,0-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.07,0.07,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.8,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,available N,0-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.06,0.07,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,0-10 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,1.41,3.92,0.1,0.08,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,0-10 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,3.25,3.92,0.14,0.08,0.1,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,0-10 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,2.33,3.92,0.1,0.08,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,10-20 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,1.61,3.97,0.11,0.16,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,10-20 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,2.79,3.97,0.21,0.16,0.1,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,10-20 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,2.3,3.97,0.14,0.16,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,20-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,1.96,3.46,0.05,0.11,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,20-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,2.56,3.46,0.08,0.11,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,20-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,2.3,3.46,0.07,0.11,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,0-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,4.95,11.32,0.13,0.14,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,0-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,8.64,11.32,0.14,0.14,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.9,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,total soil nitrogen,0-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,7.06,11.32,0.18,0.14,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,0-10 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.03,0.07,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,0-10 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.05,0.07,0.0001,0.0001,0.1,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,0-10 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.05,0.07,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,10-20 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.03,0.06,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,10-20 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.05,0.06,0.0001,0.0001,0.1,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,10-20 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.04,0.06,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,20-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.03,0.05,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,20-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.04,0.05,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,20-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.03,0.05,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,0-30 cm depth,cropland of 40 years,native alpine steppe,t ha-1,4,9,36,0.09,0.18,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,0-30 cm depth,reseeded grasses of 10 year,native alpine steppe,t ha-1,4,9,36,0.15,0.18,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.1,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,microbial biomass nitrogen,0-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,t ha-1,4,9,36,0.13,0.18,0.0001,0.0001,0.05,35,std.error,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,0-10 cm depth,cropland of 40 years,native alpine steppe,,4,9,36,12.03,12.14,0.65,0.22,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,0-10 cm depth,reseeded grasses of 10 year,native alpine steppe,,4,9,36,10.04,12.14,0.16,0.22,0.05,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,0-10 cm depth,abandonded oat cropland of 10 years,native alpine steppe,,4,9,36,12.53,12.14,0.27,0.22,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,10-20 cm depth,cropland of 40 years,native alpine steppe,,4,9,36,11.47,10.48,0.89,0.5,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,10-20 cm depth,reseeded grasses of 10 year,native alpine steppe,,4,9,36,13.02,10.48,1.12,0.5,0.05,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,10-20 cm depth,abandonded oat cropland of 10 years,native alpine steppe,,4,9,36,11.55,10.48,0.16,0.5,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,20-30 cm depth,cropland of 40 years,native alpine steppe,,4,9,36,11.18,11.14,0.63,0.2,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,20-30 cm depth,reseeded grasses of 10 year,native alpine steppe,,4,9,36,11.57,11.14,0.55,0.2,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
88,88.11,2014,,,120,agriculture,soil,seeding,active,croplands to grasslands,abandonment or reseeding,Elymus spp.,multiple unlisted,soil carbon and nitrogen of the original grassland,C N ratio,20-30 cm depth,abandonded oat cropland of 10 years,native alpine steppe,,4,9,36,11.38,11.14,0.17,0.2,0.1,35,std.dev,38.95,99.5,Asia,China,agriculture,2722,225,,1650,,physicochemical properties,
89,89,2014,,,,agriculture,animal,"seeding, pollination",active,,,,,not clear,,,,,,,,,,,,,,,,,,North America,USA,agriculture,,,,,,,pollinators
91,91,2011,,,,agriculture,vegetation,agroecoystems,passive,,,,,agroecosystems,,,,,,,,,,,,,,,,,,Oceania,Australia,agriculture,,,,,cattle,,biodiversity in agroecosystems
93,93,2010,,,,agriculture,vegetation,natural recovery,passive,,,,,semi-natural vegetation,,,,,,,,,,,,,,,,,,South America,Argentina,agriculture,,,,,livestock,,novel vegetation states
95,95,2010,,,,agriculture,vegetation,sowing and planting,active,,,,,native vegetation remnants,,,,,,,,,,,,,,,,,,North America,USA,agriculture,,,,,,,
96,96,2009,,,,agriculture,animal,rodents,passive,,,,,native vegetation,,,,,,,,,,,,,,,,,,Asia,Mongolia,agriculture,,,,,livestock,,rodents
98,98,2002,,,,agriculture,vegetation,"sowing, cutting, grazing treatments",active,,,,,semi-natural grasslands,,,,,,,,,,,,,,,,,,Europe,Scotland,agriculture,,,,,cattle and sheep,,
100,100,2005,,,,exotics,vegetation,"seeding, herbicide, nutrients",active,,,,,native grasslands,,,,,,,,,,,,,,,,,,North America,USA,grassland,,,,,livestock,chemical,
101,101,2013,,,,desertification,vegetation,natural recovery,passive,,,,,stabilized sand land,,,,,,,,,,,,,,,,,,Asia,China,sand dune,,,,,unreported animal,,
104,104,2003,,,,agriculture,vegetation,mycorrhizal inoculation ,active,,,,,native vegetation,,,,,,,,,,,,,,,,,,Europe,Spain,agriculture,,,,,unreported animal,physicochemical properties,
105,105,2002,,,,anthropogenic disturbance,soil,fertile islands,passive,,,,,undisturbed desert,,,,,,,,,,,,,,,,,,North America,USA,roadways,,,,,,physicochemical properties,abandoned roads
106,106,2001,,,,agriculture,vegetation,"seeding, irrigation",active,,,,,revegetation,,,,,,,,,,,,,,,,,,North America,USA,agriculture,,,,,,water addition,
107,107,2001,,,,mining,soil,soil amendments,active,,,,,revegetation,,,,,,,,,,,,,,,,,,North America,USA,shrubland,,,,,,water and chemical composition,
108,108,2000,,,,anthropogenic disturbance,"vegetation, soil",natural recovery,passive,,,,,natural community,,,,,,,,,,,,,,,,,,North America,USA,roadways,,,,,,physicochemical properties,abandoned roads
109,109,1991,,,,agriculture,vegetation,"planting, sowing",active,,,,,native vegetation,,,,,,,,,,,,,,,,,,North America,USA,agriculture,,,,,,,
110,110,2018,,,,agriculture,soil,soil microbial,passive,,,,,revegetation,,,,,,,,,,,,,,,,,,Asia,China,agriculture,,,,,,chemical composition,microbial
111,111,2016,,,,agriculture,"vegetation, soil",planting,active,,,,,revegetation,,,,,,,,,,,,,,,,,,Asia,China,agriculture,,,,,,chemical composition,
112,112,2006,,,,agriculture,vegetation,"seeding, irrigation",active,,,,,native vegetation,,,,,,,,,,,,,,,,,,North America,USA,agriculture,,,,,,mulch and phosphate addition,
114,114,1998,,,,agriculture,vegetation,planting,active,,,,,native vegetation,,,,,,,,,,,,,,,,,,North America,USA,agriculture,,,,,herbivory,chemical composition,
